,cidade_estado,endereco,lat_lon,latitude,longitude
0,"Abaetetuba, Pará","Abaetetuba - State of Pará, 68440-000, Brazil","(-1.7253096, -48.8797998)",-1.7253096,-48.8797998
1,"Abaiara, Ceará","Abaiara - State of Ceará, Brazil","(-7.3606417, -39.0477953)",-7.3606417,-39.0477953
2,"Abreu e lima, Pernambuco","Abreu e Lima - State of Pernambuco, Brazil","(-7.9201321, -34.90885360000001)",-7.9201321,-34.90885360000001
3,"Acaraú, Ceará","Acaraú - State of Ceará, Brazil","(-2.897903, -40.1192437)",-2.897903,-40.1192437
4,"Acari, Não Informado","Acari, Rio de Janeiro - State of Rio de Janeiro, Brazil","(-22.8255312, -43.34446)",-22.8255312,-43.34446
5,"Acari, Rio Grande do Norte","Acari - State of Rio Grande do Norte, 59370-000, Brazil","(-6.435123399999999, -36.6408382)",-6.435123399999999,-36.6408382
6,"Acopiara, Ceará","Acopiara - State of Ceará, 63560-000, Brazil","(-6.0949221, -39.45993)",-6.0949221,-39.45993
7,"Afogados da ingazeira, Pernambuco","Afogados da Ingazeira - State of Pernambuco, Brazil","(-7.747261599999999, -37.6173695)",-7.747261599999999,-37.6173695
8,"Afonso bezerra, Rio Grande do Norte","Afonso Bezerra - State of Rio Grande do Norte, Brazil","(-5.4999078, -36.5072099)",-5.4999078,-36.5072099
9,"Afrânio, Pernambuco","Afrânio - State of Pernambuco, 56360-000, Brazil","(-8.5164821, -41.0082651)",-8.5164821,-41.0082651
10,"Agua nova, Rio Grande do Norte","Água Nova, RN, 59995-000, Brazil","(-6.203913, -38.2944834)",-6.203913,-38.2944834
11,"Aiuaba, Ceará","Aiuaba - State of Ceará, Brazil","(-6.5651065, -40.2271243)",-6.5651065,-40.2271243
12,"Alagoa grande, Paraíba","Alagoa Grande - State of Paraíba, Brazil","(-7.0390517, -35.6300859)",-7.0390517,-35.6300859
13,"Alagoa nova, Paraíba","Alagoa Nova - State of Paraíba, Brazil","(-7.0602503, -35.7588429)",-7.0602503,-35.7588429
14,"Alagoinhas, Bahia","Alagoinhas, BA, Brazil","(-12.1339689, -38.4211223)",-12.1339689,-38.4211223
15,"Alagoinhas, Rio Grande do Norte","Lagoinha, Mossoró - RN, Brazil","(-5.0647955, -37.4013219)",-5.0647955,-37.4013219
16,"Alegrete, Rio Grande do Sul","Alegrete - RS, Brazil","(-29.7445673, -55.9358581)",-29.7445673,-55.9358581
17,"Alexandria, Não Informado",,,,
18,"Alexandria, Rio Grande do Norte","Alexandria - State of Rio Grande do Norte, Brazil","(-6.4148686, -38.0126303)",-6.4148686,-38.0126303
19,"Alexandria, São Paulo","Vila Alexandria, São Paulo - SP, Brazil","(-23.6400967, -46.66932689999999)",-23.6400967,-46.66932689999999
20,"Alfenas, Minas Gerais","Alfenas - State of Minas Gerais, Brazil","(-21.4245379, -45.9470255)",-21.4245379,-45.9470255
21,"Alhandra, Paraíba","Alhandra - State of Paraíba, 58320-000, Brazil","(-7.4327067, -34.9115988)",-7.4327067,-34.9115988
22,"Almeirim, Pará","Almeirim - State of Pará, 68230-000, Brazil","(-1.5274923, -52.5787913)",-1.5274923,-52.5787913
23,"Almino afonso, Não Informado","Almino Afonso - State of Rio Grande do Norte, Brazil","(-6.1578113, -37.766239)",-6.1578113,-37.766239
24,"Almino afonso, Rio Grande do Norte","Almino Afonso - State of Rio Grande do Norte, Brazil","(-6.1578113, -37.766239)",-6.1578113,-37.766239
25,"Alta floresta d'oeste, Rondônia","Alta Floresta d'Oeste - State of Rondônia, 76954-000, Brazil","(-12.607055, -62.16885719999999)",-12.607055,-62.16885719999999
26,"Alta floresta, Mato Grosso","Alta Floresta - State of Mato Grosso, 78580-000, Brazil","(-9.8672231, -56.0870033)",-9.8672231,-56.0870033
27,"Altamira, Pará","Altamira - State of Pará, Brazil","(-3.1986176, -52.2103299)",-3.1986176,-52.2103299
28,"Alto do rodrigues, Rio Grande do Norte","Alto do Rodrigues - State of Rio Grande do Norte, Brazil","(-5.3675174, -36.7172882)",-5.3675174,-36.7172882
29,"Alto do rodrigues, São Paulo","Rua Alto do Rodrigues - Jardim Jaragua, São Paulo - SP, 02675-031, Brazil","(-23.4456054, -46.7927537)",-23.4456054,-46.7927537
30,"Alto santo, Ceará","Alto Santo, CE, 62970-000, Brazil","(-5.5189184, -38.2707613)",-5.5189184,-38.2707613
31,"Altos, Piauí","Altos - State of Piauí, Brazil","(-5.0399759, -42.4580863)",-5.0399759,-42.4580863
32,"Alvorada, Rio Grande do Sul","Alvorada - RS, Brazil","(-29.9999532, -51.0783852)",-29.9999532,-51.0783852
33,"Alvorada, Tocantins","Alvorada - State of Tocantins, 77480-000, Brazil","(-12.4790146, -49.1251688)",-12.4790146,-49.1251688
34,"Além paraíba, Minas Gerais","Além Paraíba - State of Minas Gerais, 36660-000, Brazil","(-21.8781753, -42.6930819)",-21.8781753,-42.6930819
35,"Americana, São Paulo","Americana - State of São Paulo, Brazil","(-22.7244322, -47.2826144)",-22.7244322,-47.2826144
36,"Anajatuba, Maranhão","Anajatuba - State of Maranhão, 65490-000, Brazil","(-3.260183, -44.6119727)",-3.260183,-44.6119727
37,"Ananindeua, Pará","Ananindeua, State of Pará, Brazil","(-1.3650671, -48.3746372)",-1.3650671,-48.3746372
38,"Anchieta, Espírito Santo","Anchieta, ES, 29230-000, Brazil","(-20.8006985, -40.6445003)",-20.8006985,-40.6445003
39,"Angatuba, São Paulo","Angatuba, SP, 18240-000, Brazil","(-23.4948382, -48.41379240000001)",-23.4948382,-48.41379240000001
40,"Angicos, Não Informado","R. Angicos, Vespasiano - MG, 33200-000, Brazil","(-19.7463303, -43.9623499)",-19.7463303,-43.9623499
41,"Angicos, Rio Grande do Norte","Angicos - State of Rio Grande do Norte, Brazil","(-5.5967043, -36.6525696)",-5.5967043,-36.6525696
42,"Anori, Amazonas","Anori - State of Amazonas, 69440-000, Brazil","(-3.7481626, -61.6587244)",-3.7481626,-61.6587244
43,"Antonio martins, Rio Grande do Norte","Antônio Martins - State of Rio Grande do Norte, Brazil","(-6.2152848, -37.8907928)",-6.2152848,-37.8907928
44,"Antônio martins, Rio Grande do Norte","Antônio Martins - State of Rio Grande do Norte, Brazil","(-6.2152848, -37.8907928)",-6.2152848,-37.8907928
45,"Anápolis, Goiás","Anápolis - State of Goiás, Brazil","(-16.3286427, -48.95343339999999)",-16.3286427,-48.95343339999999
46,"Aparecida, São Paulo","Aparecida - State of São Paulo, Brazil","(-22.8468938, -45.2315651)",-22.8468938,-45.2315651
47,"Apodi, Não Informado",,,,
48,"Apodi, Rio Grande do Norte","Apodi - State of Rio Grande do Norte, Brazil","(-5.6623147, -37.7988002)",-5.6623147,-37.7988002
49,"Apucarana, Paraná","Apucarana, PR, Brazil","(-23.5504385, -51.4639716)",-23.5504385,-51.4639716
50,"Aquidauana, Mato Grosso do Sul","Aquidauana - State of Mato Grosso do Sul, 79200-000, Brazil","(-20.46526, -55.78509589999999)",-20.46526,-55.78509589999999
51,"Aracaju, Rio Grande do Norte","R. Juíz Moacir Sobral, 200 - Atalaia, Aracaju - SE, 49037-410, Brazil","(-10.990325, -37.050069)",-10.990325,-37.050069
52,"Aracaju, Sergipe","Aracaju, State of Sergipe, Brazil","(-10.9472468, -37.0730823)",-10.9472468,-37.0730823
53,"Aracati, Ceará","Aracati, State of Ceará, 62800-000, Brazil","(-4.5612094, -37.7688612)",-4.5612094,-37.7688612
54,"Aracoiaba, Ceará","Aracoiaba - CE, Brazil","(-4.3719263, -38.8103685)",-4.3719263,-38.8103685
55,"Araguari, Minas Gerais","Araguari - State of Minas Gerais, Brazil","(-18.6459014, -48.1979841)",-18.6459014,-48.1979841
56,"Araguatins, Tocantins","Araguatins - State of Tocantins, 65907-230, Brazil","(-5.6484003, -48.11940200000001)",-5.6484003,-48.11940200000001
57,"Araguaína, Tocantins","Araguaína, TO, 65907-230, Brazil","(-7.192773300000001, -48.20482699999999)",-7.192773300000001,-48.20482699999999
58,"Arapiraca, Alagoas","Arapiraca - State of Alagoas, Brazil","(-9.755571999999999, -36.6639592)",-9.755571999999999,-36.6639592
59,"Arapongas, Paraná","Arapongas, PR, Brazil","(-23.4157731, -51.4264048)",-23.4157731,-51.4264048
60,"Araputanga, Mato Grosso","Araputanga - State of Mato Grosso, 78260-000, Brazil","(-15.4706866, -58.34559549999999)",-15.4706866,-58.34559549999999
61,"Arara, Paraíba","Arara - State of Paraíba, Brazil","(-6.829331499999999, -35.7596911)",-6.829331499999999,-35.7596911
62,"Araraquara, São Paulo","Araraquara, State of São Paulo, Brazil","(-21.7848272, -48.1786486)",-21.7848272,-48.1786486
63,"Araras, São Paulo","Araras - State of São Paulo, Brazil","(-22.3605361, -47.3798356)",-22.3605361,-47.3798356
64,"Arari, Maranhão","Arari - State of Maranhão, Brazil","(-3.4569248, -44.7768306)",-3.4569248,-44.7768306
65,"Araripina, Pernambuco","Araripina, State of Pernambuco, 56280-000, Brazil","(-7.576559999999999, -40.49763240000001)",-7.576559999999999,-40.49763240000001
66,"Araruama, Rio de Janeiro","Araruama, State of Rio de Janeiro, 28970-000, Brazil","(-22.8728058, -42.3413939)",-22.8728058,-42.3413939
67,"Araruna, Paraíba","Araruna - State of Paraíba, Brazil","(-6.5313219, -35.74031)",-6.5313219,-35.74031
68,"Araxá, Minas Gerais","Araxá, MG, Brazil","(-19.5906483, -46.9442412)",-19.5906483,-46.9442412
69,"Araçuaí, Minas Gerais","Araçuaí - State of Minas Gerais, 39600-000, Brazil","(-16.8488357, -42.0633261)",-16.8488357,-42.0633261
70,"Arcoverde, Pernambuco","Arcoverde, PE, Brazil","(-8.4176445, -37.0585205)",-8.4176445,-37.0585205
71,"Areia branca, Não Informado","Areia Branca, Santos - SP, Brazil","(-23.9467144, -46.3735135)",-23.9467144,-46.3735135
72,"Areia branca, Rio Grande do Norte","Areia Branca - State of Rio Grande do Norte, Brazil","(-5.0173185, -37.0829593)",-5.0173185,-37.0829593
73,"Areia, Paraíba","Areia - State of Paraíba, Brazil","(-6.9686856, -35.7001426)",-6.9686856,-35.7001426
74,"Arez, Rio Grande do Norte","Arês - State of Rio Grande do Norte, Brazil","(-6.196713799999999, -35.1620349)",-6.196713799999999,-35.1620349
75,"Ariquemes, Rondônia","Ariquemes - State of Rondônia, Brazil","(-9.9062179, -63.0330057)",-9.9062179,-63.0330057
76,"Arujá, São Paulo","Arujá, SP, Brazil","(-23.3969682, -46.3204265)",-23.3969682,-46.3204265
77,"Arês, Não Informado","Arês - State of Rio Grande do Norte, Brazil","(-6.196713799999999, -35.1620349)",-6.196713799999999,-35.1620349
78,"Arês, Rio Grande do Norte","Arês - State of Rio Grande do Norte, Brazil","(-6.196713799999999, -35.1620349)",-6.196713799999999,-35.1620349
79,"Assis chateaubriand, Paraná","Assis Chateaubriand, State of Paraná, 85935-000, Brazil","(-24.4066881, -53.5142422)",-24.4066881,-53.5142422
80,"Assu, Não Informado","Assu, State of Rio Grande do Norte, 59650-000, Brazil","(-5.5755928, -36.9150235)",-5.5755928,-36.9150235
81,"Assu, Rio Grande do Norte","Assu - State of Rio Grande do Norte, Brazil","(-5.5755928, -36.9149878)",-5.5755928,-36.9149878
82,"Assú, Rio Grande do Norte","Assu - State of Rio Grande do Norte, Brazil","(-5.5755928, -36.9149878)",-5.5755928,-36.9149878
83,"Assú, São Paulo","Rua Turiassú, 348 - Perdizes, São Paulo - SP, 00500-500, Brazil","(-23.533541, -46.666491)",-23.533541,-46.666491
84,"Atibaia, São Paulo","Atibaia, SP, Brazil","(-23.1175492, -46.5567066)",-23.1175492,-46.5567066
85,"Augusto severo, Rio Grande do Norte","Campo Grande - State of Rio Grande do Norte, Brazil","(-5.862525199999999, -37.3117889)",-5.862525199999999,-37.3117889
86,"Açailândia, Maranhão","Açailândia - State of Maranhão, Brazil","(-4.954037899999999, -47.5031007)",-4.954037899999999,-47.5031007
87,"Bacabal, Maranhão","Bacabal, MA, Brazil","(-4.2221443, -44.7855844)",-4.2221443,-44.7855844
88,"Baependi, Minas Gerais","Baependi - State of Minas Gerais, 37443-000, Brazil","(-21.9561322, -44.8907453)",-21.9561322,-44.8907453
89,"Bagé, Rio Grande do Sul","Bagé - RS, Brazil","(-31.3284966, -54.092275)",-31.3284966,-54.092275
90,"Balneário camboriú, Santa Catarina","Balneário Camboriú, SC, Brazil","(-27.0015756, -48.637905)",-27.0015756,-48.637905
91,"Balsas, Maranhão","Balsas - State of Maranhão, Brazil","(-7.5205034, -46.0371388)",-7.5205034,-46.0371388
92,"Bambuí, Minas Gerais","Bambuí - State of Minas Gerais, 38900-000, Brazil","(-20.0154172, -45.976383)",-20.0154172,-45.976383
93,"Bananal, São Paulo","Bananal, SP, 12850-000, Brazil","(-22.6834001, -44.3227431)",-22.6834001,-44.3227431
94,"Bananeiras, Paraíba","Bananeiras - State of Paraíba, Brazil","(-6.6834044, -35.5876697)",-6.6834044,-35.5876697
95,"Baraúna, Rio Grande do Norte","Baraúna, RN, 59695-000, Brazil","(-5.0791634, -37.6174094)",-5.0791634,-37.6174094
96,"Barbacena, Minas Gerais","Barbacena, State of Minas Gerais, Brazil","(-21.2219344, -43.7706811)",-21.2219344,-43.7706811
97,"Barbalha, Ceará","Barbalha - State of Ceará, Brazil","(-7.2986432, -39.3024503)",-7.2986432,-39.3024503
98,"Barcelona, Distrito Federal","Barcelona, Juárez, 06600 Ciudad de México, CDMX, Mexico","(19.4280599, -99.15437779999999)",19.4280599,-99.15437779999999
99,"Barcelona, Rio Grande do Norte","Barcelona - State of Rio Grande do Norte, Brazil","(-5.9506581, -35.926067)",-5.9506581,-35.926067
100,"Barra de santa rosa, Paraíba","Barra de Santa Rosa, PB, 58170-000, Brazil","(-6.7217118, -36.0599473)",-6.7217118,-36.0599473
101,"Barra do bugres, Mato Grosso","Barra do Bugres, State of Mato Grosso, 78390-000, Brazil","(-15.0705872, -57.1882847)",-15.0705872,-57.1882847
102,"Barra do corda, Maranhão","Barra do Corda, State of Maranhão, 65950-000, Brazil","(-5.5018917, -45.2464996)",-5.5018917,-45.2464996
103,"Barra do garças, Mato Grosso","Barra do Garças, State of Mato Grosso, 78600-000, Brazil","(-15.8916202, -52.2618826)",-15.8916202,-52.2618826
104,"Barra do piraí, Rio de Janeiro","Barra do Piraí - Santa Cecília, Barra do Piraí - State of Rio de Janeiro, Brazil","(-22.4570139, -43.8393942)",-22.4570139,-43.8393942
105,"Barra mansa, Rio de Janeiro","Barra Mansa, State of Rio de Janeiro, Brazil","(-22.5408519, -44.1772604)",-22.5408519,-44.1772604
106,"Barreiras, Bahia","Barreiras, BA, Brazil","(-12.1477483, -44.9953475)",-12.1477483,-44.9953475
107,"Barretos, São Paulo","Barretos - State of São Paulo, Brazil","(-20.553481, -48.5703532)",-20.553481,-48.5703532
108,"Barro, Ceará","Barro - State of Ceará, Brazil","(-7.183431400000001, -38.7793636)",-7.183431400000001,-38.7793636
109,"Barueri, São Paulo","Barueri - State of São Paulo, Brazil","(-23.5113303, -46.8729457)",-23.5113303,-46.8729457
110,"Bastos, São Paulo","Bastos, SP, 17690-000, Brazil","(-21.9221397, -50.7317774)",-21.9221397,-50.7317774
111,"Batalha, Piauí","Batalha - State of Piauí, Brazil","(-4.066285199999999, -42.1572702)",-4.066285199999999,-42.1572702
112,"Bauru, São Paulo","Bauru, State of São Paulo, Brazil","(-22.314459, -49.0586951)",-22.314459,-49.0586951
113,"Bayeux, Paraíba","Bayeux, State of Paraíba, Brazil","(-7.131552900000001, -34.9322771)",-7.131552900000001,-34.9322771
114,"Baía da traição, Paraíba","Baía da Traição - State of Paraíba, Brazil","(-6.6901819, -34.93423629999999)",-6.6901819,-34.93423629999999
115,"Baía formosa, Rio Grande do Norte","Baía Formosa - State of Rio Grande do Norte, Brazil","(-6.3710438, -35.0050456)",-6.3710438,-35.0050456
116,"Beberibe, Ceará","Beberibe - State of Ceará, 62840-000, Brazil","(-4.1828656, -38.1300007)",-4.1828656,-38.1300007
117,"Bela vista de goiás, Goiás","Bela Vista de Goiás, GO, 75240-000, Brazil","(-16.9725565, -48.9550267)",-16.9725565,-48.9550267
118,"Belem, Pará","Belém - State of Pará, Brazil","(-1.4557292, -48.4901785)",-1.4557292,-48.4901785
119,"Belford roxo, Rio de Janeiro","Belford Roxo, State of Rio de Janeiro, Brazil","(-22.7645391, -43.3996264)",-22.7645391,-43.3996264
120,"Belo horizonte, Minas Gerais","Belo Horizonte, State of Minas Gerais, Brazil","(-19.9166813, -43.9344931)",-19.9166813,-43.9344931
121,"Belo jardim, Pernambuco","Belo Jardim, State of Pernambuco, Brazil","(-8.3357786, -36.4235973)",-8.3357786,-36.4235973
122,"Belém do brejo do cruz, Paraíba","Belém do Brejo do Cruz - State of Paraíba, Brazil","(-6.187888399999999, -37.53654849999999)",-6.187888399999999,-37.53654849999999
123,"Belém, Paraíba","Belém - State of Paraíba, Brazil","(-6.6906402, -35.5000999)",-6.6906402,-35.5000999
124,"Belém, Pará","Belém - State of Pará, Brazil","(-1.4557292, -48.4901785)",-1.4557292,-48.4901785
125,"Belém, Rio Grande do Norte","Belém, João Câmara - RN, 59550-000, Brazil","(-5.3632029, -35.9506596)",-5.3632029,-35.9506596
126,"Benjamin constant, Amazonas","Benjamin Constant - State of Amazonas, Brazil","(-4.5204349, -69.9550338)",-4.5204349,-69.9550338
127,"Bento fernandes, Rio Grande do Norte","Bento Fernandes - State of Rio Grande do Norte, 59555-000, Brazil","(-5.6747298, -35.8061779)",-5.6747298,-35.8061779
128,"Bernardino batista, Paraíba","Bernardino Batista, PB, 58922-000, Brazil","(-6.4519443, -38.5507076)",-6.4519443,-38.5507076
129,"Bertioga, São Paulo","Bertioga - State of São Paulo, 11250-000, Brazil","(-23.7756028, -46.0372508)",-23.7756028,-46.0372508
130,"Bezerros, Pernambuco","Bezerros, State of Pernambuco, 55660-000, Brazil","(-8.241496399999999, -35.7570657)",-8.241496399999999,-35.7570657
131,"Blumenau, Santa Catarina","Blumenau, State of Santa Catarina, Brazil","(-26.9165792, -49.0717331)",-26.9165792,-49.0717331
132,"Boa esperança, Minas Gerais","Boa Esperança - State of Minas Gerais, Brazil","(-21.0928092, -45.5629309)",-21.0928092,-45.5629309
133,"Boa saude, Rio Grande do Norte","Boa Saúde - State of Rio Grande do Norte, Brazil","(-6.157464699999999, -35.6037281)",-6.157464699999999,-35.6037281
134,"Boa viagem, Ceará","Boa Viagem - State of Ceará, Brazil","(-5.1340294, -39.734338)",-5.1340294,-39.734338
135,"Boa vista, Rio Grande do Norte","Boa Vista, Ielmo Marinho - RN, 59490-000, Brazil","(-5.833333, -35.5)",-5.833333,-35.5
136,"Boa vista, Roraima","Boa Vista, State of Roraima, Brazil","(2.8235098, -60.6758331)",2.8235098,-60.6758331
137,"Bodó, Não Informado","Bodó - State of Rio Grande do Norte, Brazil","(-5.9865918, -36.4135307)",-5.9865918,-36.4135307
138,"Bodó, Rio Grande do Norte","Bodó - State of Rio Grande do Norte, Brazil","(-5.9865918, -36.4135307)",-5.9865918,-36.4135307
139,"Bom conselho, Pernambuco","Bom Conselho - State of Pernambuco, Brazil","(-9.1698518, -36.6851182)",-9.1698518,-36.6851182
140,"Bom jardim, Pernambuco","Bom Jardim - State of Pernambuco, Brazil","(-7.799648899999999, -35.5850311)",-7.799648899999999,-35.5850311
141,"Bom jesus da lapa, Bahia","Bom Jesus da Lapa - State of Bahia, Brazil","(-13.2786154, -43.2521507)",-13.2786154,-43.2521507
142,"Bom jesus, Rio Grande do Norte","Bom Jesus - State of Rio Grande do Norte, Brazil","(-5.9867908, -35.5871022)",-5.9867908,-35.5871022
143,"Bom sucesso, Paraíba","Bom Sucesso - State of Paraíba, Brazil","(-6.4446783, -37.929131)",-6.4446783,-37.929131
144,"Bonito, Pernambuco","Bonito, State of Pernambuco, Brazil","(-8.473817, -35.7283917)",-8.473817,-35.7283917
145,"Botucatu, São Paulo","Botucatu, SP, Brazil","(-22.8841808, -48.4441654)",-22.8841808,-48.4441654
146,"Bragança paulista, São Paulo","Bragança Paulista, State of São Paulo, Brazil","(-22.9531705, -46.5423239)",-22.9531705,-46.5423239
147,"Bragança, Pará","Bragança - State of Pará, Brazil","(-1.0623539, -46.7834335)",-1.0623539,-46.7834335
148,"Brasilia, Distrito Federal","Brasilia - Federal District, Brazil","(-15.826691, -47.92182039999999)",-15.826691,-47.92182039999999
149,"Brasília, Distrito Federal","Brasilia - Federal District, Brazil","(-15.826691, -47.92182039999999)",-15.826691,-47.92182039999999
150,"Brasília, Não Informado","Brasilia - Federal District, Brazil","(-15.826691, -47.92182039999999)",-15.826691,-47.92182039999999
151,"Brasília, Rio Grande do Norte","State of Rio Grande do Norte, Brazil","(-5.402580299999999, -36.954107)",-5.402580299999999,-36.954107
152,"Brejinho, Não Informado","Brejinho, RN, 59219-000, Brazil","(-6.1860627, -35.3594304)",-6.1860627,-35.3594304
153,"Brejinho, Rio Grande do Norte","Brejinho, RN, 59219-000, Brazil","(-6.1860627, -35.3594304)",-6.1860627,-35.3594304
154,"Brejo da madre de deus, Pernambuco","Brejo da Madre de Deus, State of Pernambuco, 55170-000, Brazil","(-8.1405443, -36.371496)",-8.1405443,-36.371496
155,"Brejo do cruz, Paraíba","Brejo do Cruz, PB, 58890-000, Brazil","(-6.349459, -37.4984299)",-6.349459,-37.4984299
156,"Brejo dos santos, Paraíba","Brejo dos Santos, PB, 58880-000, Brazil","(-6.3773466, -37.8240636)",-6.3773466,-37.8240636
157,"Brejo santo, Ceará","Brejo Santo, State of Ceará, 63260-000, Brazil","(-7.488440600000001, -38.9877226)",-7.488440600000001,-38.9877226
158,"Buriti dos lopes, Piauí","Buriti dos Lopes - State of Piauí, Brazil","(-3.1765452, -41.8706413)",-3.1765452,-41.8706413
159,"Buritirana, Maranhão","Buritirana - State of Maranhão, Brazil","(-5.589858, -47.01560749999999)",-5.589858,-47.01560749999999
160,"Cabedelo, Paraíba","Cabedelo - State of Paraíba, Brazil","(-7.0402624, -34.8430098)",-7.0402624,-34.8430098
161,"Cabo de santo agostinho, Pernambuco","Cabo de Santo Agostinho, State of Pernambuco, Brazil","(-8.2794398, -35.0304219)",-8.2794398,-35.0304219
162,"Cabo frio, Rio de Janeiro","Cabo Frio - State of Rio de Janeiro, Brazil","(-22.6849181, -42.0385904)",-22.6849181,-42.0385904
163,"Cabrobó, Pernambuco","Cabrobó - State of Pernambuco, Brazil","(-8.5082573, -39.310256)",-8.5082573,-39.310256
164,"Cachoeira do sul, Rio Grande do Sul","Cachoeira do Sul - RS, Brazil","(-30.0218463, -52.9176936)",-30.0218463,-52.9176936
165,"Cachoeira, Bahia","Cachoeira - State of Bahia, Brazil","(-12.6009889, -38.9659394)",-12.6009889,-38.9659394
166,"Cachoeiras de macacu, Rio de Janeiro","Cachoeiras de Macacu - State of Rio de Janeiro, 28680-000, Brazil","(-22.4627007, -42.6528234)",-22.4627007,-42.6528234
167,"Cachoeiro de itapemirim, Espírito Santo","Cachoeiro de Itapemirim, State of Espírito Santo, Brazil","(-20.8467047, -41.1202199)",-20.8467047,-41.1202199
168,"Cacimba de dentro, Paraíba","Cacimba de Dentro, State of Paraíba, 58230-000, Brazil","(-6.641818799999999, -35.7927369)",-6.641818799999999,-35.7927369
169,"Cacoal, Rondônia","Cacoal - State of Rondônia, Brazil","(-11.4346669, -61.4566622)",-11.4346669,-61.4566622
170,"Caculé, Bahia","Caculé, State of Bahia, 46300-000, Brazil","(-14.4974525, -42.22364770000001)",-14.4974525,-42.22364770000001
171,"Caguaretama, Rio Grande do Norte","Canguaretama, RN, 59190-000, Brazil","(-6.3810573, -35.1301043)",-6.3810573,-35.1301043
172,"Caico, Rio Grande do Norte","Caicó, RN, 59300-000, Brazil","(-6.4599655, -37.0936867)",-6.4599655,-37.0936867
173,"Caicó, Distrito Federal","Caicó, RN, 59300-000, Brazil","(-6.4599655, -37.0936867)",-6.4599655,-37.0936867
174,"Caicó, Goiás","R. Paulo Lopes, 284 - Centro, Santa Helena de Goiás - GO, 75920-000, Brazil","(-17.8112137, -50.5968933)",-17.8112137,-50.5968933
175,"Caicó, Não Informado",,,,
176,"Caicó, Paraíba","Caicó, São José de Espinharas - PB, 58723-000, Brazil","(-6.733333000000001, -37.5)",-6.733333000000001,-37.5
177,"Caicó, Rio Grande do Norte","Caicó, RN, 59300-000, Brazil","(-6.4599655, -37.0936867)",-6.4599655,-37.0936867
178,"Caieiras, São Paulo","Caieiras - State of São Paulo, Brazil","(-23.3614001, -46.7401106)",-23.3614001,-46.7401106
179,"Caiçara do norte, Rio Grande do Norte","Caiçara do Norte - State of Rio Grande do Norte, Brazil","(-5.0628912, -36.04979760000001)",-5.0628912,-36.04979760000001
180,"Caiçara do rio do vento, Rio Grande do Norte","Caiçara do Rio do Vento - State of Rio Grande do Norte, Brazil","(-5.7571455, -36.0015369)",-5.7571455,-36.0015369
181,"Caiçara, Paraíba","Caiçara - State of Paraíba, Brazil","(-6.6164567, -35.4702784)",-6.6164567,-35.4702784
182,"Cajamar, São Paulo","Cajamar, State of São Paulo, Brazil","(-23.3550047, -46.87886719999999)",-23.3550047,-46.87886719999999
183,"Cajazeiras, Paraíba","Cajazeiras, PB, 58900-000, Brazil","(-6.8897071, -38.5612185)",-6.8897071,-38.5612185
184,"Camacan, Bahia","Camacan, State of Bahia, 45880-000, Brazil","(-15.4201038, -39.49640369999999)",-15.4201038,-39.49640369999999
185,"Camaragibe, Pernambuco","Camaragibe, PE, Brazil","(-8.023920700000001, -34.9784672)",-8.023920700000001,-34.9784672
186,"Camaçari, Bahia","Camaçari, State of Bahia, Brazil","(-12.6971776, -38.3331983)",-12.6971776,-38.3331983
187,"Cametá, Pará","Cametá, PA, 68400-000, Brazil","(-2.2414892, -49.4984804)",-2.2414892,-49.4984804
188,"Camocim, Ceará","Camocim, CE, 62400-000, Brazil","(-2.9008418, -40.84209999999999)",-2.9008418,-40.84209999999999
189,"Campina grande, Paraíba","Campina Grande, State of Paraíba, Brazil","(-7.2290752, -35.8808337)",-7.2290752,-35.8808337
190,"Campina grande, Rio Grande do Norte","Av. Mal. Floriano Peixoto, 53 - Castelo Branco, Campina Grande - PB, 58400-165, Brazil","(-7.2213113, -35.8878957)",-7.2213113,-35.8878957
191,"Campinas, São Paulo","Campinas - State of São Paulo, Brazil","(-22.9329252, -47.073845)",-22.9329252,-47.073845
192,"Campo alegre, Alagoas","Campo Alegre - State of Alagoas, Brazil","(-9.7830778, -36.3507632)",-9.7830778,-36.3507632
193,"Campo de santana, Paraíba","Tacima - State of Paraíba, Brazil","(-6.4882081, -35.6373952)",-6.4882081,-35.6373952
194,"Campo grande, Mato Grosso do Sul","Campo Grande, State of Mato Grosso do Sul, Brazil","(-20.4697105, -54.6201211)",-20.4697105,-54.6201211
195,"Campo grande, Rio Grande do Norte","Campo Grande - State of Rio Grande do Norte, Brazil","(-5.862525199999999, -37.3117889)",-5.862525199999999,-37.3117889
196,"Campo largo, Paraná","Campo Largo - State of Paraná, Brazil","(-25.4596855, -49.5273149)",-25.4596855,-49.5273149
197,"Campo limpo paulista, Rio Grande do Norte","Rua José Dias de Castro, 90 - Jardim Cruz Alta, Várzea Paulista - SP, 13224-360, Brazil","(-23.2137353, -46.8374032)",-23.2137353,-46.8374032
198,"Campo limpo paulista, São Paulo","Campo Limpo Paulista, SP, Brazil","(-23.208281, -46.7893658)",-23.208281,-46.7893658
199,"Campo maior, Piauí","Campo Maior, PI, 64280-000, Brazil","(-4.8220831, -42.1644994)",-4.8220831,-42.1644994
200,"Campo mourão, Paraná","Campo Mourão, PR, Brazil","(-24.0436553, -52.3781098)",-24.0436553,-52.3781098
